"m","n"
"Module tensorflow.compiler.tests.xla_ops_test",334
"Module tensorflow.python.tpu.session_support",334
"Module tensorflow.examples.speech_commands.train",333
"Module tensorflow.python.keras.distribute.multi_worker_callback_test",333
"Module tensorflow.contrib.boosted_trees.estimator_batch.custom_export_strategy_test",332
"Module tensorflow.contrib.lookup.lookup_ops",332
"Module tensorflow.python.training.tracking.graph_view",332
"Module model_utils.export_output_test",331
"Module tensorflow.python.saved_model.model_utils.export_output_test",331
"Module tensorflow.python.tpu.tensor_tracer_report",331
"Module tensorflow.contrib.learn.python.learn.metric_spec_test",331
"Module tensorflow.python.framework.composite_tensor_test",331
"Module tensorflow.lite.python.convert_test",330
"Module tensorflow.python.kernel_tests.one_hot_op_test",330
"Module tensorflow.contrib.learn.python.learn.models",329
"Module csv",329
"Module tensorflow.python.data.experimental.kernel_tests.reader_dataset_ops_test_base",329
"Module model_utils.export_output",328
"Module tensorflow.python.saved_model.model_utils.export_output",328
"Module tensorflow.python.keras.engine.training_utils_test",328
"Module tensorflow.contrib.eager.python.evaluator",327
"Module bijectors.affine",327
"Module tensorflow.contrib.distributions.python.ops.bijectors.affine",327
"Module ragged.ragged_reduce_op_test",326
"Module tensorflow.python.ops.ragged.ragged_reduce_op_test",326
"Module distributions.special_math",325
"Module tensorflow.python.ops.distributions.special_math",325
"Module tensorflow.python.saved_model.signature_def_utils_impl",325
"Module tensorflow.python.distribute.metrics_v1_test",324
"Module tensorflow.contrib.training.python.training.bucket_ops_test",324
"Module tensorflow.contrib.opt.python.training.shampoo",324
"Module tensorflow.python.ops.parallel_for.control_flow_ops",322
"Module parallel_for.control_flow_ops",322
"Module tensorflow.contrib.summary.summary_ops_test",321
"Module tensorflow.python.autograph.operators.control_flow_test",321
"Module tensorflow.python.platform.benchmark",321
"Module tkinter.filedialog",321
"Module tensorflow.python.training.experimental.loss_scale",321
"Module http.cookies",321
"Module tensorflow.python.data.kernel_tests.dataset_test",321
"Module tensorflow.contrib.learn.python.learn.estimators.run_config_test",319
"Module tensorflow.contrib.distributions.python.kernel_tests.wishart_test",319
"Module tensorflow.python.ops.sets_impl",319
"Module tensorflow.python.saved_model.function_deserialization",318
"Module tensorflow.python.keras.saving.saved_model_experimental",318
"Module tensorflow.contrib.learn.python.learn.learn_runner_test",317
"Module tensorflow.python.ops.batch_ops_test",317
"Module tensorflow.python.kernel_tests.distributions.beta_test",317
"Module tensorflow.contrib.distributions.python.kernel_tests.kumaraswamy_test",316
"Module tensorflow.python.training.tracking.tracking",316
"Module email.charset",316
"Module tensorflow.python.kernel_tests.linalg.linear_operator_addition_test",316
"Module framework.tensor_util_test",316
"Module tensorflow.contrib.framework.python.framework.tensor_util_test",316
"Module tensorflow.contrib.training.python.training.sampling_ops",315
"Module email._policybase",314
"Module tensorflow.python.kernel_tests.svd_op_test",314
"Module cmd",314
"Module tensorflow.contrib.timeseries.python.timeseries.input_pipeline_test",314
"Module tensorflow.python.eager.execution_callbacks",313
"Module tensorflow.python.kernel_tests.distributions.multinomial_test",312
"Module tensorflow.python.kernel_tests.matrix_solve_ls_op_test",312
"Module tensorflow.python.ops.linalg.linear_operator_addition",311
"Module tensorflow.python.ops.gradient_checker",311
"Module linalg.linear_operator_addition",311
"Module tensorflow.python.keras.layers.kernelized_test",310
"Module tensorflow.contrib.layers.python.layers.normalization",310
"Module tensorflow.python.kernel_tests.sparse_tensor_dense_matmul_op_test",310
"Module tensorflow.python.tpu.tensor_tracer_flags",310
"Module layers.normalization",310
"Module importlib.abc",309
"Module tensorflow.python.ops.ragged.ragged_getitem",309
"Module tensorflow.tools.api.tests.api_compatibility_test",309
"Module ragged.ragged_getitem",309
"Module tensorflow.python.ops.clip_ops",309
"Module tensorflow.contrib.timeseries.python.timeseries.ar_model_test",309
"Module tensorflow.python.ops.distributions.dirichlet",309
"Module distributions.dirichlet",309
"Module tensorflow.python.autograph.pyct.static_analysis.liveness_test",308
"Module layers.utils",308
"Module tensorflow.contrib.layers.python.layers.utils",308
"Module tensorflow.python.kernel_tests.distributions.special_math_test",308
"Module tensorflow.python.module.module",308
"Module tensorflow.contrib.crf.python.kernel_tests.crf_test",308
"Module tensorflow.contrib.model_pruning.python.layers.layers",308
"Module json.decoder",308
"Module tensorflow.contrib.distributions.python.kernel_tests.mvn_diag_plus_low_rank_test",307
"Module tensorflow.contrib.rnn.python.ops.core_rnn_cell",306
"Module tensorflow.python.debug.wrappers.framework_test",306
"Module tensorflow.contrib.rnn.python.kernel_tests.rnn_test",305
"Module tensorflow.python.kernel_tests.pad_op_test",305
"Module tensorflow.python.util.tf_export",305
"Module tensorflow.python.training.coordinator_test",305
"Module tensorflow.python.ops.linalg.linear_operator_block_diag",304
"Module tensorflow.python.keras.wrappers.scikit_learn",304
"Module linalg.linear_operator_block_diag",304
"Module tensorflow.python.layers.normalization",304
"Module lib2to3.pgen2.pgen",303
"Module tensorflow.contrib.receptive_field.python.util.receptive_field",303
"Module python.util.receptive_field",303
"Module tensorflow.contrib.opt.python.training.lazy_adam_gs_optimizer_test",303
"Module tensorflow.python.kernel_tests.cholesky_op_test",303
"Module tensorflow.contrib.data.python.ops.batching",303
"Module tensorflow.python.ops.distributions.dirichlet_multinomial",302
"Module distributions.dirichlet_multinomial",302
"Module tkinter.simpledialog",301
"Module tensorflow.contrib.distributions.python.ops.mixture_same_family",301
"Module tensorflow.compiler.tests.concat_ops_test",301
"Module tensorflow.python.tpu.device_assignment",301
"Module tensorflow.python.framework.constant_op",300
"Module tensorflow.contrib.nn.python.ops.sampling_ops",299
"Module tensorflow.python.kernel_tests.xent_op_test",299
"Module tensorflow.python.kernel_tests.distributions.laplace_test",299
"Module tensorflow.contrib.eager.python.examples.revnet.main_estimator_tpu",299
"Module tensorflow.contrib.image.python.kernel_tests.image_ops_test",299
"Module tensorflow.python.training.checkpoint_ops_test",299
"Module estimator.python.stargan_estimator_impl",299
"Module tensorflow.contrib.gan.python.estimator.python.stargan_estimator_impl",299
"Module bz2",299
"Module tensorflow.python.layers.core",298
"Module tensorflow.python.eager.forwardprop_test",298
"Module tensorflow.contrib.bayesflow.python.ops.monte_carlo_impl",298
"Module tensorflow.python.training.tracking.tracking_test",298
"Module tensorflow.python.keras.preprocessing.image_test",298
"Module tensorflow.python.kernel_tests.reduce_join_op_test",297
"Module tensorflow.python.keras.engine.sequential",297
"Module lzma",296
"Module tensorflow.python.keras.utils.layer_utils",296
"Module tensorflow.compiler.tests.stateful_random_ops_test",296
"Module tensorflow.python.ops.ragged.ragged_concat_op_test",296
"Module ragged.ragged_concat_op_test",296
"Module numbers",296
"Module tensorflow.python.kernel_tests.split_op_test",295
"Module tensorflow.contrib.eager.python.datasets_test",295
"Module tensorflow.contrib.layers.python.layers.rev_block_lib_test",294
"Module tensorflow.python.autograph.converters.return_statements",294
"Module layers.rev_block_lib_test",294
"Module tensorflow.python.keras.distribute.multi_worker_test",294
"Module tensorflow.python.autograph.pyct.static_analysis.reaching_definitions_test",294
"Module tensorflow.contrib.rpc.python.kernel_tests.rpc_op_test_base",293
"Module tensorflow.python.keras.engine.training_v2_utils",293
"Module tensorflow.contrib.training.python.training.sampling_ops_test",293
"Module distributions.categorical",292
"Module tensorflow.contrib.eager.python.examples.gan.mnist",292
"Module tensorflow.contrib.eager.python.examples.spinn.data",292
"Module tensorflow.python.ops.distributions.categorical",292
"Module tensorflow.python.debug.wrappers.dumping_wrapper_test",291
"Module tensorflow.python.framework.test_combinations",291
"Module tensorflow.python.kernel_tests.linalg.linear_operator_test",291
"Module tensorflow.python.profiler.profile_context",291
"Module tensorflow.python.data.experimental.kernel_tests.map_and_batch_test",291
"Module tensorflow.contrib.constrained_optimization.python.external_regret_optimizer",290
"Module tensorflow.contrib.timeseries.python.timeseries.math_utils_test",290
"Module tensorflow.contrib.timeseries.python.timeseries.state_space_models.kalman_filter",289
"Module tensorflow.python.ops.signal.fft_ops",289
"Module distutils.fancy_getopt",289
"Module tensorflow.python.keras.keras_parameterized",289
"Module tensorflow.contrib.opt.python.training.adam_gs_optimizer_test",288
"Module tensorflow.compiler.tests.depthwise_conv_op_test",288
"Module tensorflow.contrib.session_bundle.bundle_shim_test",288
"Module tensorflow.contrib.distributions.python.ops.mvn_linear_operator",288
"Module tensorflow.contrib.slim.python.slim.nets.resnet_v2",287
"Module tensorflow.contrib.kernel_methods.python.kernel_estimators",287
"Module ragged.ragged_constant_value_op_test",287
"Module tensorflow.python.ops.ragged.ragged_constant_value_op_test",287
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.reshape_test",287
"Module _osx_support",286
"Module tensorflow.contrib.distributions.python.ops.independent",286
"Module tensorflow.python.training.queue_runner_test",286
"Module tensorflow.python.grappler.memory_optimizer_test",286
"Module tensorflow.python.ops.distributions.gamma",286
"Module distributions.gamma",286
"Module tensorflow.contrib.learn.python.learn.utils.export",286
"Module tensorflow.python.kernel_tests.linalg.linear_operator_util_test",286
"Module tensorflow.python.debug.wrappers.hooks",286
"Module tensorflow.contrib.training.python.training.evaluation",285
"Module tensorflow.contrib.layers.python.ops.sparse_ops_test",284
"Module _markupbase",284
"Module tensorflow.python.keras.saving.saved_model.saved_model_test",284
"Module tensorflow.python.ops.list_ops",284
"Module tensorflow.contrib.image.python.kernel_tests.distort_image_ops_test",284
"Module tensorflow.contrib.summary.summary_ops_graph_test",283
"Module estimator.python.gan_estimator_impl",283
"Module tensorflow.python.autograph.core.converter",283
"Module tensorflow.contrib.gan.python.estimator.python.gan_estimator_impl",283
"Module tensorflow.contrib.learn.python.learn.estimators.estimator_input_test",282
"Script timeit",282
"Module ragged.ragged_factory_ops",281
"Module tensorflow.python.keras.optimizer_v2.adamax_test",281
"Module tensorflow.python.kernel_tests.depthtospace_op_test",281
"Module tensorflow.lite.schema.upgrade_schema",281
"Module tensorflow.contrib.compiler.xla_test",281
"Module tensorflow.python.training.adagrad_test",281
"Module tensorflow.python.autograph.pyct.ast_util",281
"Module tensorflow.python.ops.ragged.ragged_factory_ops",281
"Module tensorflow.python.kernel_tests.spacetodepth_op_test",281
"Module tensorflow.python.kernel_tests.critical_section_test",280
"Module python.util.parse_layer_parameters",279
"Module tensorflow.python.kernel_tests.slice_op_test",279
"Module tensorflow.contrib.receptive_field.python.util.parse_layer_parameters",279
"Module tensorflow.contrib.distributions.python.kernel_tests.vector_diffeomixture_test",279
"Module tensorflow.python.data.experimental.kernel_tests.stats_dataset_test_base",279
"Module tensorflow.python.kernel_tests.dynamic_partition_op_test",278
"Module email.utils",278
"Module tensorflow.python.data.experimental.ops.batching",278
"Module tensorflow.contrib.model_pruning.python.layers.rnn_cells",278
"Module multiprocessing.util",277
"Module tensorflow.contrib.opt.python.training.reg_adagrad_optimizer_test",277
"Module tensorflow.python.tools.optimize_for_inference_test",277
"Module tensorflow.contrib.model_pruning.examples.cifar10.cifar10_pruning",277
"Module tensorflow.python.framework.subscribe",276
"Module tensorflow.python.debug.lib.debug_gradients_test",276
"Module tensorflow.lite.schema.upgrade_schema_test",276
"Module tensorflow.contrib.slim.python.slim.data.parallel_reader",276
"Module third_party.mlir.bindings.python.test.test_py2and3",275
"Module tensorflow.python.kernel_tests.sparse_xent_op_test",275
"Module tensorflow.contrib.eager.python.examples.rnn_ptb.rnn_ptb",275
"Module tensorflow.python.data.experimental.kernel_tests.auto_shard_dataset_test",275
"Module tensorflow.contrib.learn.python.learn.learn_io.data_feeder_test",275
"Module tensorflow.python.training.adam_test",275
"Module tensorflow.python.keras.engine.training_eager",275
"Module tensorflow.python.kernel_tests.stack_op_test",274
"Module tensorflow.contrib.distributions.python.ops.bijectors.real_nvp",274
"Module bijectors.real_nvp",274
"Module tensorflow.contrib.distributions.python.kernel_tests.inverse_gamma_test",274
"Module tensorflow.python.ops.gradient_checker_v2",274
"Module tensorflow.contrib.slim.python.slim.nets.resnet_v1",274
"Module tensorflow.python.kernel_tests.parameterized_truncated_normal_op_test",274
"Module tensorflow.lite.experimental.examples.lstm.bidirectional_sequence_rnn_test",274
"Module shlex",273
"Module tensorflow.contrib.gan.python.features.python.spectral_normalization_test",273
"Module ctypes.util",273
"Module features.python.spectral_normalization_test",273
"Module tensorflow.python.data.kernel_tests.from_generator_test",273
"Module tensorflow.python.keras.distribute.keras_dnn_correctness_test",273
"Module tensorflow.python.keras.layers.advanced_activations",273
"Module tensorflow.python.framework.auto_control_deps",273
"Module tensorflow.python.keras.integration_test",272
"Module tensorflow.contrib.quantize.python.quant_ops",272
"Module tensorflow.lite.python.interpreter_test",272
"Module tensorflow.python.keras.utils.conv_utils_test",272
"Module ast",272
"Module tensorflow.contrib.eager.python.metrics_test",272
"Module tensorflow.python.debug.lib.debug_utils_test",272
"Module tensorflow.python.keras.engine.base_preprocessing_layer",272
"Module tensorflow.compiler.tf2xla.python.xla",271
"Module tensorflow.python.kernel_tests.signal.shape_ops_test",270
"Module multiprocessing.process",270
"Module tensorflow.python.framework.dtypes_test",269
"Module model_utils.export_utils",269
"Module tensorflow.python.util.tf_inspect",269
"Module tensorflow.python.kernel_tests.priority_queue_test",269
"Module tensorflow.python.saved_model.model_utils.export_utils",269
"Module distributions.multinomial",268
"Module tensorflow.python.ops.distributions.multinomial",268
"Module distutils.cmd",268
"Module tensorflow.python.keras.activations",268
"Module tensorflow.python.eager.lift_to_graph",268
"Module tensorflow.contrib.eager.python.examples.revnet.revnet_test",267
"Module code",267
"Module tensorflow.python.training.saving.saveable_object_util",267
"Module tensorflow.python.autograph.pyct.transformer_test",266
"Module tensorflow.python.ops.parallel_for.array_test",266
"Module parallel_for.array_test",266
"Module tensorflow.contrib.eager.python.examples.densenet.densenet_test",266
"Module framework.tensor_util",266
"Module tensorflow.contrib.framework.python.framework.tensor_util",266
"Module tensorflow.python.kernel_tests.distributions.bernoulli_test",266
"Module tensorflow.python.data.experimental.kernel_tests.snapshot_test",265
"Module tensorflow.tools.docs.doc_controls",265
"Module tensorflow.contrib.data.python.kernel_tests.slide_dataset_op_test",265
"Module tensorflow.contrib.opt.python.training.lazy_adam_optimizer_test",265
"Module tensorflow.contrib.tensor_forest.client.random_forest_test",265
"Module tensorflow.contrib.opt.python.training.model_average_optimizer",264
"Module tensorflow.contrib.distributions.python.ops.inverse_gamma",264
"Module tensorflow.python.ops.critical_section_ops",263
"Module tensorflow.python.debug.cli.cli_shared_test",263
"Module tensorflow.compiler.tests.ftrl_test",263
"Module tensorflow.contrib.nn.python.ops.sampling_ops_test",263
"Module tensorflow.lite.python.util",262
"Module tensorflow.python.framework.subscribe_test",262
"Module tensorflow.contrib.learn.python.learn.estimators.debug",262
"Module multiprocessing.context",262
"Module tensorflow.python.distribute.estimator_training",262
"Module ragged.ragged_squeeze_op_test",261
"Module tensorflow.python.ops.ragged.ragged_squeeze_op_test",261
"Module tensorflow.python.autograph.operators.data_structures",261
"Module tensorflow.contrib.distributions.python.kernel_tests.distribution_test",261
"Module tensorflow.contrib.session_bundle.exporter",260
"Module tensorflow.python.tools.freeze_graph_test",260
"Module tensorflow.python.kernel_tests.unsorted_segment_join_op_test",260
"Module tensorflow.python.compiler.xla.xla_test",260
"Module tensorflow.python.training.training_ops_test",258
"Module imp",257
"Module multiprocessing.queues",257
"Module tensorflow.contrib.opt.python.training.adamax_test",257
"Module tensorflow.python.keras.layers.merge_test",256
"Module tensorflow.contrib.learn.python.learn.learn_io.generator_io_test",256
"Module tensorflow.python.keras.layers.tensorflow_op_layer_test",255
"Module tensorflow.contrib.distributions.python.ops.binomial",255
"Module tensorflow.tools.git.gen_git_source",254
"Module bijectors.reshape",253
"Module tensorflow.contrib.gan.python.losses.python.tuple_losses_impl",253
"Module losses.python.tuple_losses_impl",253
"Module tensorflow.contrib.distributions.python.ops.bijectors.reshape",253
"Module tensorflow.contrib.training.python.training.training",252
"Module tensorflow.contrib.image.python.kernel_tests.interpolate_spline_test",252
"Module tensorflow.python.autograph.pyct.templates_test",252
"Module tensorflow.contrib.specs.python.summaries",252
"Module estimator.python.tpu_gan_estimator_test",252
"Module eval.python.summaries_impl",252
"Module tensorflow.contrib.gan.python.estimator.python.tpu_gan_estimator_test",252
"Module tensorflow.python.saved_model.nested_structure_coder_test",252
"Module tensorflow.contrib.gan.python.eval.python.summaries_impl",252
"Module tensorflow.contrib.boosted_trees.python.kernel_tests.model_ops_test",251
"Module tensorflow.contrib.distributions.python.kernel_tests.quantized_distribution_test",251
"Module tensorflow.contrib.learn.python.learn.estimators.rnn_common",251
"Module tensorflow.python.keras.engine.base_preprocessing_layer_test",251
"Module experimental.loss_scale_optimizer_test",250
"Module tensorflow.python.distribute.cluster_resolver.gce_cluster_resolver_test",250
"Module tensorflow.python.autograph.pyct.inspect_utils",250
"Module tensorflow.python.keras.mixed_precision.experimental.loss_scale_optimizer_test",250
"Module tensorflow.contrib.quantize.python.quantize_graph",250
"Module tensorflow.contrib.distributions.python.ops.vector_laplace_linear_operator",250
"Module tensorflow.python.data.experimental.benchmarks.autotune_benchmark",250
"Module tensorflow.python.distribute.input_ops_test",249
"Module ragged.ragged_boolean_mask_op_test",249
"Module queue",249
"Module tensorflow.python.ops.ragged.ragged_boolean_mask_op_test",249
"Module tensorflow.python.data.kernel_tests.from_tensors_test",249
"Module tensorflow.python.tpu.feature_column_v2_test",249
"Module Queue",249
"Module tensorflow.python.profiler.internal.flops_registry",249
"Module tensorflow.python.data.experimental.kernel_tests.map_defun_op_test",248
"Module ragged.ragged_map_fn_op_test",248
"Module tensorflow.python.ops.ragged.ragged_map_fn_op_test",248
"Module tensorflow.python.kernel_tests.sparse_reshape_op_test",248
"Module tensorflow.python.kernel_tests.string_split_op_test",247
"Module tensorflow.compiler.tests.lstm_test",247
"Module tensorflow.contrib.distributions.python.ops.bijectors.chain",246
"Module bijectors.chain",246
"Module features.python.spectral_normalization_impl",246
"Module tensorflow.python.kernel_tests.scan_ops_test",246
"Module tensorflow.contrib.factorization.examples.mnist",246
"Module tensorflow.contrib.gan.python.features.python.spectral_normalization_impl",246
"Module tensorflow.python.data.experimental.ops.optimization",246
"Module tensorflow.contrib.eager.python.examples.resnet50.resnet50_test",246
"Module tensorflow.python.kernel_tests.distributions.dirichlet_test",246
"Module tensorflow.python.keras.saving.saving_utils_test",246
"Module tensorflow.compiler.tests.fused_batchnorm_test",245
"Module tensorflow.python.framework.random_seed",245
"Module tensorflow.contrib.slim.python.slim.nets.inception_v3_test",245
"Module tensorflow.python.kernel_tests.weights_broadcast_test",245
"Module tensorflow.python.kernel_tests.batchtospace_op_test",245
"Module tensorflow.python.ops.session_ops",245
"Module distributions.normal",244
"Module tensorflow.python.ops.distributions.normal",244
"Module tpu.keras_tpu_variables",244
"Module tensorflow.contrib.tpu.python.tpu.keras_tpu_variables",244
"Module tensorflow.python.ops.control_flow_util",244
"Module tensorflow.examples.speech_commands.input_data_test",244
"Module unittest.suite",243
"Module tensorflow.contrib.distributions.python.kernel_tests.deterministic_test",243
"Module tensorflow.contrib.distributions.python.ops.mvn_diag_plus_low_rank",243
"Module tensorflow.contrib.timeseries.python.timeseries.state_management_test",243
"Module tensorflow.python.data.experimental.ops.resampling",243
"Module tensorflow.python.framework.error_interpolation_test",243
"Module tensorflow.contrib.distributions.python.ops.vector_exponential_linear_operator",243
"Module tensorflow.python.kernel_tests.where_op_test",243
"Module tensorflow.python.kernel_tests.dynamic_stitch_op_test",242
"Module tensorflow.contrib.boosted_trees.python.utils.losses",242
"Module tensorflow.contrib.learn.python.learn.estimators.model_fn",241
"Module tensorflow.python.kernel_tests.sparse_concat_op_test",241
"Module tensorflow.contrib.distributions.python.kernel_tests.half_normal_test",241
"Module tensorflow.python.debug.lib.source_utils",241
"Module tensorflow.contrib.optimizer_v2.adam_test",241
"Module tensorflow.python.training.ftrl",241
"Module tensorflow.python.kernel_tests.distributions.uniform_test",240
"Module tensorflow.contrib.framework.python.framework.checkpoint_utils_test",240
"Module distutils.filelist",240
"Module framework.checkpoint_utils_test",240
"Module framework.checkpoint_utils",240
"Module tensorflow.contrib.metrics.python.metrics.classification_test",240
"Module metrics.classification_test",240
"Module tensorflow.contrib.framework.python.framework.checkpoint_utils",240
"Module tensorflow.contrib.gan.python.estimator.python.stargan_estimator_test",239
"Module tensorflow.python.kernel_tests.decode_csv_op_test",239
"Module tensorflow.contrib.timeseries.python.timeseries.test_utils",239
"Module tensorflow.contrib.learn.python.learn.learn_runner",239
"Module tensorflow.python.framework.auto_control_deps_test",239
"Module tensorflow.contrib.model_pruning.python.pruning_test",239
"Module tensorflow.python.debug.lib.debug_utils",239
"Module tensorflow.python.debug.lib.debug_data_test",239
"Module estimator.python.stargan_estimator_test",239
"Module tensorflow.contrib.learn.python.learn.estimators.model_fn_test",238
"Module tensorflow.python.ops.image_grad",238
"Module tensorflow.contrib.graph_editor.tests.select_test",238
"Module tensorflow.python.ops.gradient_checker_test",238
"Module tensorflow.examples.tutorials.word2vec.word2vec_basic",238
"Module tensorflow.python.keras.engine.feature_columns_integration_test",238
"Module tensorflow.python.distribute.cluster_resolver.tfconfig_cluster_resolver_test",238
"Module tensorflow.python.compiler.tensorrt.test.quantization_mnist_test",237
"Module tensorflow.python.kernel_tests.signal.spectral_ops_test",237
"Module tensorflow.contrib.eager.python.examples.rnn_colorbot.rnn_colorbot",236
"Module tensorflow.python.framework.type_spec_test",236
"Module tensorflow.python.ops.boosted_trees_ops",236
"Module tensorflow.python.keras.engine.input_layer",236
"Module tensorflow.python.distribute.distribution_strategy_context",236
"Module tensorflow.python.client.session_partial_run_test",236
"Module tensorflow.python.ops.stateless_random_ops",236
"Module tensorflow.contrib.constrained_optimization.python.constrained_optimizer",236
"Module tensorflow.python.compiler.xla.jit_test",236
"Module tensorflow.python.ops.signal.spectral_ops",235
"Module tensorflow.python.ops.sparse_grad",235
"Module tensorflow.contrib.eager.python.examples.resnet50.resnet50",235
"Module tensorflow.contrib.layers.python.layers.utils_test",234
"Module importlib.util",234
"Module layers.utils_test",234
"Module tensorflow.python.tpu.feature_column_test",234
"Module tensorflow.python.feature_column.sequence_feature_column_integration_test",234
"Module tensorflow.python.layers.utils",234
"Module tensorflow.contrib.opt.python.training.ggt",234
"Module json.__init__",234
"Module tensorflow.python.kernel_tests.distributions.bijector_test",234
"Module tensorflow.python.keras.utils.data_utils_test",233
"Module tensorflow.python.kernel_tests.stack_ops_test",233
"Module tensorflow.contrib.opt.python.training.external_optimizer_test",233
"Module ragged.ragged_concat_ops",232
"Module tensorflow.python.training.experimental.loss_scale_test",232
"Module tensorflow.python.kernel_tests.atrous_convolution_test",232
"Module tensorflow.contrib.graph_editor.tests.transform_test",232
"Module tensorflow.python.ops.map_fn",232
"Module tensorflow.contrib.opt.python.training.elastic_average_optimizer_test",232
"Module tensorflow.python.eager.execute",232
"Module tensorflow.python.data.experimental.kernel_tests.optimization.optimize_dataset_test",232
"Module tensorflow.python.ops.ragged.ragged_concat_ops",232
"Module tensorflow.python.data.kernel_tests.from_tensor_slices_test",232
"Module tensorflow.contrib.learn.python.learn.estimators.kmeans",232
"Module tensorflow.contrib.labeled_tensor.python.ops._typecheck",231
"Module tensorflow.compiler.tests.nary_ops_test",231
"Module tensorflow.python.ops.gradient_checker_v2_test",231
"Module tensorflow.contrib.recurrent.python.kernel_tests.functional_rnn_test",231
"Module tensorflow.contrib.feature_column.python.feature_column.sequence_feature_column_integration_test",231
"Module tensorflow.python.ops.partitioned_variables",231
"Module tensorflow.python.util.tf_decorator_test",230
"Module tensorflow.python.keras.distribute.multi_worker_fault_tolerance_test",230
"Module tensorflow.python.kernel_tests.session_ops_test",230
"Module tensorflow.python.keras.optimizer_v2.adam",230
"Script tensorflow.tools.ci_build.update_version",229
"Module model_utils.export_test",229
"Module tensorflow.contrib.constrained_optimization.python.candidates",229
"Module tensorflow.python.keras.optimizer_v2.rmsprop",229
"Module tensorflow.python.compiler.tensorrt.test.base_test",229
"Module tensorflow.python.saved_model.model_utils.export_test",229
"Module experimental.autocast_variable_test",228
"Module tensorflow.python.keras.mixed_precision.experimental.autocast_variable_test",228
"Module tensorflow.python.ops.confusion_matrix",228
"Module tensorflow.python.data.experimental.ops.interleave_ops",228
"Module ragged.ragged_dynamic_partition_op_test",228
"Module tensorflow.python.keras.constraints",228
"Module tensorflow.contrib.integrate.python.ops.odes_test",228
"Module tensorflow.python.ops.ragged.ragged_dynamic_partition_op_test",228
"Module tensorflow.python.distribute.central_storage_strategy",227
"Module tensorflow.contrib.learn.python.learn.datasets.mnist",227
"Module tensorflow.contrib.timeseries.python.timeseries.estimators_test",227
"Module tensorflow.contrib.timeseries.examples.lstm",227
"Module tensorflow.python.data.experimental.kernel_tests.group_by_window_test",227
"Module features.python.virtual_batchnorm_impl",226
"Module tensorflow.contrib.optimizer_v2.adagrad_test",226
"Module tensorflow.contrib.distributions.python.ops.onehot_categorical",226
"Module tensorflow.contrib.eager.python.examples.l2hmc.l2hmc",226
"Module tensorflow.contrib.distributions.python.ops.vector_sinh_arcsinh_diag",226
"Module tensorflow.contrib.gan.python.features.python.virtual_batchnorm_impl",226
"Module tensorflow.contrib.boosted_trees.estimator_batch.custom_export_strategy",225
"Module tensorflow.contrib.distributions.python.ops.mvn_diag",225
"Module tensorflow.python.kernel_tests.scatter_ops_test",225
"Module tensorflow.python.kernel_tests.linalg.linear_operator_block_diag_test",224
"Module tensorflow.python.data.kernel_tests.dataset_checkpoint_test",224
"Module tensorflow.python.keras.utils.vis_utils",224
"Module kernel_tests.loss_test",224
"Module tensorflow.examples.speech_commands.generate_streaming_test_wav",224
"Module tensorflow.python.framework.tensor_spec",224
"Module tensorflow.python.data.kernel_tests.test_base",224
"Module tensorflow.contrib.seq2seq.python.kernel_tests.loss_test",224
"Module six.moves.__init__",223
"Module types",223
"Module tensorflow.contrib.distributions.python.kernel_tests.vector_sinh_arcsinh_diag_test",223
"Module tensorflow.python.data.kernel_tests.interleave_test",223
"Module tensorflow.contrib.eager.python.examples.densenet.densenet",223
"Module tensorflow.contrib.timeseries.python.timeseries.state_space_models.structural_ensemble",223
"Module tensorflow.compiler.tests.xla_test",223
"Module tensorflow.python.kernel_tests.basic_gpu_test",222
"Module tensorflow.python.kernel_tests.linalg.linear_operator_low_rank_update_test",222
"Module tensorflow.contrib.session_bundle.bundle_shim",222
"Module kernel_tests.bigtable_ops_test",222
"Module tensorflow.contrib.bigtable.python.kernel_tests.bigtable_ops_test",222
"Module tensorflow.contrib.distributions.python.ops.bijectors.batch_normalization",222
"Module bijectors.batch_normalization",222
"Module tensorflow.contrib.image.python.ops.interpolate_spline",222
"Module estimator.python.head_impl",221
"Module tensorflow.python.debug.lib.source_utils_test",221
"Module tensorflow.contrib.gan.python.estimator.python.head_impl",221
"Module tensorflow.python.keras.mixed_precision.experimental.loss_scale_optimizer",221
"Module experimental.loss_scale_optimizer",221
"Module tensorflow.python.ops.ragged.ragged_gather_op_test",221
"Module ragged.ragged_gather_op_test",221
"Module tensorflow.python.keras.saving.saved_model.serialized_attributes",221
"Module _compat_pickle",221
"Module tensorflow.python.keras.saving.saved_model.load",220
"Module tensorflow.python.kernel_tests.proto.decode_proto_op_test_base",220
"Module tensorflow.python.keras.utils.multi_gpu_utils",220
"Module tensorflow.contrib.distributions.python.kernel_tests.vector_student_t_test",220
"Module tensorflow.python.kernel_tests.qr_op_test",220
"Module tensorflow.contrib.eager.python.parameter_server",219
"Module ragged.ragged_gather_ops",219
"Module tensorflow.python.kernel_tests.batch_matmul_op_test",219
"Module tensorflow.python.ops.ragged.ragged_gather_ops",219
"Module tensorflow.python.keras.engine.training_eager_test",218
"Module tensorflow.python.keras.layers.kernelized",218
"Module tensorflow.python.kernel_tests.sparse_slice_op_test",218
"Module tensorflow.python.kernel_tests.stage_op_test",218
