"m","n"
"Module tensorflow.python.kernel_tests.strings_ops.string_format_op_test",342
"Module tensorflow.python.kernel_tests.array_ops.one_hot_op_test",341
"Module tensorflow.python.framework.composite_tensor_test",340
"Module tensorflow.python.autograph.operators.py_builtins",340
"Module tensorflow.python.data.kernel_tests.group_by_window_test",340
"Module linalg.linear_operator_tridiag",339
"Module tensorflow.python.keras.saving.saved_model_experimental",339
"Module tensorflow.python.ops.linalg.linear_operator_tridiag",339
"Module tensorflow.python.saved_model.method_name_updater_test",338
"Module tensorflow.lite.tools.flatbuffer_utils",337
"Module tensorflow.python.framework.graph_util_impl",336
"Module tensorflow.python.framework.extension_type_field",336
"Module tensorflow.python.ops.cond",336
"Module tensorflow.python.debug.lib.debug_gradients",336
"Module tensorflow.python.profiler.pprof_profiler",336
"Module tensorflow.python.kernel_tests.distributions.gamma_test",336
"Module tensorflow.python.ops.distributions.student_t",335
"Module tensorflow.python.keras.engine.input_layer",335
"Module tensorflow.python.kernel_tests.linalg.linear_operator_test",335
"Module distributions.student_t",335
"Module tensorflow.python.kernel_tests.sparse_ops.sparse_reshape_op_test",334
"Module tensorflow.python.framework.error_interpolation",334
"Module tensorflow.python.framework.python_api_dispatcher_test",333
"Module tensorflow.python.data.kernel_tests.padded_batch_test",333
"Module tensorflow.python.kernel_tests.linalg.einsum_op_test",333
"Module tensorflow.python.ops.linalg.linear_operator_diag",330
"Module linalg.linear_operator_diag",330
"Module tensorflow.python.ops.sets_impl",330
"Module tensorflow.python.data.experimental.kernel_tests.service.distributed_save_test",330
"Module csv",329
"Module tensorflow.python.eager.benchmarks.resnet50.resnet50_test",329
"Module tensorflow.lite.python.lite_flex_test",329
"Module tensorflow.compiler.mlir.quantization.tensorflow.python.representative_dataset",327
"Module tensorflow.python.keras.saving.utils_v1.export_output",327
"Module tensorflow.python.saved_model.registration.registration",327
"Module registration.registration",327
"Module third_party.gpus.find_rocm_config",326
"Module tensorflow.python.kernel_tests.distributions.beta_test",326
"Module third_party.gpus.find_rocm_config",326
"Module third_party.tsl.third_party.gpus.find_rocm_config",326
"Module third_party.xla.third_party.tsl.third_party.gpus.find_rocm_config",326
"Module model_utils.export_output_test",325
"Module tensorflow.python.saved_model.model_utils.export_output_test",325
"Module tensorflow.python.data.experimental.ops.batching",325
"Module tensorflow.python.distribute.distribute_utils",322
"Module tensorflow.python.kernel_tests.linalg.linear_operator_util_test",322
"Module http.cookies",321
"Module tkinter.filedialog",321
"Module tensorflow.python.distribute.cluster_resolver.slurm_cluster_resolver",320
"Module tensorflow.python.distribute.metrics_v1_test",320
"Module tensorflow.python.debug.lib.check_numerics_callback_test",319
"Module tensorflow.core.function.trace_type.default_types_test",318
"Module trace_type.default_types_test",318
"Module tensorflow.python.ops.list_ops",318
"Module tensorflow.compiler.tests.concat_ops_test",317
"Module tests.concat_ops_test",317
"Module model_utils.export_utils",317
"Module tensorflow.python.saved_model.model_utils.export_utils",317
"Module tensorflow.python.ops.control_flow_util_v2",317
"Module tensorflow.python.kernel_tests.linalg.matrix_solve_ls_op_test",316
"Module tensorflow.python.ops.image_grad_d9m_test",316
"Module email.charset",316
"Module tensorflow.core.function.transform.transform",316
"Module tensorflow.python.framework.random_seed",315
"Module tensorflow.python.framework.sparse_tensor_test",315
"Module tensorflow.python.autograph.converters.control_flow",315
"Module tensorflow.tools.docs.doc_controls",315
"Module tensorflow.python.distribute.v1.input_lib",314
"Module tensorflow.python.training.adam_test",314
"Module email._policybase",314
"Module cmd",314
"Module tensorflow.python.data.experimental.kernel_tests.rebatch_dataset_test",313
"Module tensorflow.python.util.tf_inspect",313
"Module tensorflow.tools.pip_package.setup",312
"Module tensorflow.compiler.tests.stateful_random_ops_test",312
"Module tests.stateful_random_ops_test",312
"Module tensorflow.python.ops.linalg.linear_operator_addition",312
"Module linalg.linear_operator_addition",312
"Module tensorflow.python.framework.extension_type_field_test",311
"Module tensorflow.python.distribute.random_generator_test",311
"Module tensorflow.python.ops.critical_section_ops",311
"Module tensorflow.python.kernel_tests.sparse_ops.sparse_tensor_dense_matmul_op_test",311
"Module distributions.dirichlet",311
"Module tensorflow.python.ops.distributions.dirichlet",311
"Module tensorflow.python.data.experimental.ops.distribute",310
"Module tensorflow.python.ops.ragged.ragged_factory_ops",310
"Module tensorflow.python.saved_model.registration.registration_saving_test",310
"Module ragged.ragged_factory_ops",310
"Module registration.registration_saving_test",310
"Module tensorflow.python.ops.gradient_checker",310
"Module tensorflow.python.kernel_tests.linalg.linear_operator_addition_test",309
"Module tensorflow.python.ops.distributions.special_math",309
"Module importlib.abc",309
"Module distributions.special_math",309
"Module tensorflow.python.kernel_tests.distributions.multinomial_test",309
"Module json.decoder",308
"Module tensorflow.python.kernel_tests.sparse_ops.sparse_slice_op_test",308
"Module tensorflow.python.kernel_tests.logging_ops_test",308
"Module tensorflow.compiler.mlir.quantization.tensorflow.calibrator.calibration_algorithm",306
"Module tensorflow.python.ops.linalg.linear_operator_composition",305
"Module numpy_ops.np_interop_test",305
"Module tensorflow.python.ops.numpy_ops.np_interop_test",305
"Module tensorflow.python.kernel_tests.array_ops.stack_op_test",305
"Module tensorflow.python.kernel_tests.distributions.special_math_test",305
"Module linalg.linear_operator_composition",305
"Module numpy_ops.np_math_ops_test",304
"Module tensorflow.python.ops.numpy_ops.np_math_ops_test",304
"Module tensorflow.python.framework.function_def_to_graph",303
"Module lib2to3.pgen2.pgen",303
"Module tensorflow.python.keras.regularizers",303
"Module tensorflow.python.debug.wrappers.framework_test",303
"Module tensorflow.python.training.coordinator_test",302
"Module tensorflow.python.data.ops.from_generator_op",302
"Module tensorflow.python.data.experimental.kernel_tests.optimization.make_deterministic_test",302
"Module tensorflow.python.eager.gradient_input_output_exclusions",302
"Module tkinter.simpledialog",301
"Module tensorflow.python.ops.distributions.dirichlet_multinomial",300
"Module tensorflow.python.kernel_tests.linalg.cholesky_op_test",300
"Module distributions.dirichlet_multinomial",300
"Module tensorflow.python.debug.lib.source_utils_test",299
"Module bz2",299
"Module ragged.ragged_concat_op_test",298
"Module tensorflow.python.ops.ragged.ragged_concat_op_test",298
"Module tensorflow.python.compiler.tensorrt.test.tf_function_test",298
"Module ragged.string_ngrams_op_test",298
"Module tensorflow.python.ops.ragged.string_ngrams_op_test",298
"Module tensorflow.python.autograph.converters.return_statements",298
"Module tensorflow.python.debug.lib.source_utils",296
"Module tensorflow.dtensor.python.tests.mesh_util_test",296
"Module python.tests.layout_propagation_test",296
"Module tensorflow.dtensor.python.tests.layout_propagation_test",296
"Module numbers",296
"Module tensorflow.python.util.tf_export",296
"Module tensorflow.python.kernel_tests.data_structures.dynamic_partition_op_test",296
"Module python.tests.mesh_util_test",296
"Module tensorflow.python.kernel_tests.distributions.laplace_test",296
"Module lzma",296
"Module tensorflow.python.keras.utils.losses_utils",295
"Module tensorflow.python.ops.ragged.ragged_constant_value_op_test",293
"Module tensorflow.python.training.checkpoint_ops_test",293
"Module ragged.ragged_constant_value_op_test",293
"Module tensorflow.python.kernel_tests.strings_ops.reduce_join_op_test",292
"Module ragged.ragged_factory_ops_test",292
"Module tensorflow.python.ops.ragged.ragged_factory_ops_test",292
"Module tensorflow.python.kernel_tests.data_structures.dynamic_stitch_op_test",292
"Module tensorflow.python.distribute.values_util",291
"Module distributions.categorical",290
"Module tensorflow.python.ops.distributions.categorical",290
"Module tensorflow.python.kernel_tests.proto.decode_proto_op_test_base",290
"Module linalg.sparse.sparse_csr_matrix_ops",290
"Module tensorflow.python.ops.linalg.sparse.sparse_csr_matrix_ops",290
"Module tensorflow.python.ops.variable_v1",289
"Module tensorflow.python.keras.legacy_tf_layers.core",289
"Module distutils.fancy_getopt",289
"Module tests.sort_ops_test",288
"Module tensorflow.compiler.tests.sort_ops_test",288
"Module tensorflow.python.autograph.tests.composite_names_in_control_flow_test",286
"Module tensorflow.python.ops.distributions.gamma",286
"Module distributions.gamma",286
"Module tensorflow.python.profiler.profile_context",286
"Module tensorflow.lite.testing.op_tests.strided_slice",286
"Module _osx_support",286
"Script set-build-env.py",285
"Module tensorflow.python.kernel_tests.array_ops.depthtospace_op_test",285
"Module tensorflow.python.eager.polymorphic_function.tracing_compilation",285
"Module tensorflow.python.grappler.memory_optimizer_test",285
"Module tensorflow.python.ops.gradient_checker_v2",284
"Module _markupbase",284
"Module ragged.ragged_map_fn_op_test",284
"Module tensorflow.python.training.queue_runner_test",284
"Module tensorflow.python.data.util.sparse_test",284
"Module tensorflow.python.ops.ragged.ragged_map_fn_op_test",284
"Module tensorflow.python.eager.pywrap_tfe_test",284
"Module tensorflow.python.tools.api.generator2.extractor.extractor",283
"Module tensorflow.python.debug.wrappers.dumping_wrapper_test",283
"Module tensorflow.python.autograph.pyct.parser_test",283
"Module tensorflow.python.kernel_tests.linalg.linear_operator_low_rank_update_test",283
"Module tensorflow.python.keras.engine.training_eager_v1",283
"Script timeit",282
"Module tensorflow.python.data.experimental.kernel_tests.map_defun_op_test",282
"Module tensorflow.python.eager.benchmarks.resnet50.resnet50",282
"Module tensorflow.compiler.mlir.quantization.tensorflow.python.save_model",281
"Module tensorflow.python.ops.numpy_ops.tests.np_einsum_test",281
"Module numpy_ops.tests.np_einsum_test",281
"Module tensorflow.python.distribute.packed_distributed_variable",281
"Module tensorflow.python.ops.ragged.ragged_operators",280
"Module ragged.ragged_operators",280
"Module python.tests.test_util",279
"Module tensorflow.python.autograph.tests.loop_control_flow_test",279
"Module tensorflow.dtensor.python.tests.test_util",279
"Module tensorflow.python.kernel_tests.control_flow.scan_ops_test",279
"Module email.utils",278
"Module tensorflow.python.kernel_tests.array_ops.cast_op_test",278
"Module tensorflow.python.data.kernel_tests.tf_record_test_base",278
"Module tensorflow.python.keras.utils.tf_inspect",277
"Module python.tests.conv_test",277
"Module tensorflow.lite.schema.upgrade_schema",277
"Module tensorflow.dtensor.python.tests.conv_test",277
"Module multiprocessing.util",277
"Module tensorflow.python.keras.constraints",277
"Module tensorflow.python.kernel_tests.sparse_ops.sparse_split_op_test",277
"Module tensorflow.python.distribute.coordinator.values",277
"Module tensorflow.python.profiler.internal.flops_registry",276
"Module tensorflow.python.kernel_tests.sparse_ops.sparse_concat_op_test",276
"Module tensorflow.python.framework.subscribe",276
"Module tensorflow.python.distribute.cluster_resolver.gce_cluster_resolver_test",275
"Module tensorflow.compiler.tests.fused_batchnorm_test",275
"Module tensorflow.tools.pip_package.build_pip_package",275
"Module tests.fused_batchnorm_test",275
"Module tensorflow.python.debug.lib.debug_gradients_test",274
"Module ctypes.util",273
"Module shlex",273
"Module tensorflow.lite.schema.upgrade_schema_test",273
"Module tensorflow.python.checkpoint.sharding.sharding_policies",273
"Module tensorflow.python.distribute.cluster_resolver.tfconfig_cluster_resolver_test",273
"Module ast",272
"Module tensorflow.python.autograph.pyct.parser",272
"Module tensorflow.python.ops.gradient_checker_v2_test",272
"Module tensorflow.python.training.adagrad_test",272
"Module tensorflow.python.feature_column.serialization",272
"Module tensorflow.python.kernel_tests.critical_section_test",271
"Module multiprocessing.process",270
"Module tensorflow.python.keras.saving.utils_v1.export_utils",270
"Module tensorflow.python.saved_model.signature_serialization",269
"Module tensorflow.python.eager.lift_to_graph",269
"Module tensorflow.python.kernel_tests.signal.spectral_ops_test",269
"Module linalg.sparse.sparse_csr_matrix_grad",268
"Module tensorflow.python.ops.linalg.sparse.sparse_csr_matrix_grad",268
"Module tensorflow.python.lib.io.tf_record",268
"Module code",267
"Module tensorflow.python.training.rmsprop",267
"Module tensorflow.lite.testing.generate_examples_lib",267
"Module tensorflow.python.ops.partitioned_variables",267
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_checkpoint_test",266
"Module tensorflow.python.tools.freeze_graph_test",266
"Module tensorflow.python.ops.distributions.multinomial",266
"Module distributions.multinomial",266
"Module tensorflow.python.kernel_tests.data_structures.priority_queue_test",266
"Module tensorflow.python.debug.wrappers.hooks",266
"Module tensorflow.python.tpu.tpu_embedding_for_serving_test",265
"Module tensorflow.python.ops.collective_ops_gpu_test",264
"Module tensorflow.python.autograph.pyct.templates_test",264
"Module tensorflow.python.keras.utils.vis_utils",264
"Module tensorflow.python.framework.error_interpolation_test",263
"Module tensorflow.python.autograph.pyct.ast_util",263
"Module tensorflow.python.autograph.tests.loop_with_variable_type_test",263
"Module tensorflow.python.kernel_tests.distributions.bernoulli_test",263
"Module tensorflow.python.kernel_tests.linalg.linear_operator_block_lower_triangular_test",263
"Module tensorflow.python.checkpoint.checkpoint_view",263
"Module tensorflow.python.data.kernel_tests.rebatch_test",263
"Module tensorflow.core.function.capture.capture_container",263
"Module tensorflow.compiler.mlir.quantization.tensorflow.python.representative_dataset_test",262
"Module multiprocessing.context",262
"Module tensorflow.python.training.adam",261
"Module tensorflow.python.keras.optimizer_v2.rmsprop",261
"Module tensorflow.python.compiler.xla.tests.xla_test",261
"Module tensorflow.compiler.tests.ftrl_test",260
"Module tests.ftrl_test",260
"Module tensorflow.python.debug.lib.debug_utils_test",260
"Module tensorflow.python.data.kernel_tests.repeat_test",260
"Module tensorflow.python.debug.cli.cli_shared_test",260
"Module tensorflow.dtensor.python.d_random",259
"Module tensorflow.python.saved_model.model_utils.export_test",259
"Module tensorflow.python.data.kernel_tests.sample_from_datasets_test",259
"Module tensorflow.python.framework.subscribe_test",259
"Module python.d_random",259
"Module model_utils.export_test",259
"Module tensorflow.python.kernel_tests.signal.shape_ops_test",259
"Module tensorflow.python.data.kernel_tests.options_test",259
"Module tensorflow.python.data.experimental.kernel_tests.global_shuffle_test",259
"Module tensorflow.python.autograph.operators.data_structures",258
"Module tensorflow.python.tpu.tpu_sharding",258
"Module tensorflow.python.training.ftrl",258
"Module tensorflow.python.keras.saving.saved_model.serialized_attributes",258
"Module ragged.ragged_squeeze_op_test",258
"Module tensorflow.python.ops.ragged.ragged_squeeze_op_test",258
"Module tensorflow.python.util.tf_decorator_test",258
"Module multiprocessing.queues",257
"Module tensorflow.python.kernel_tests.strings_ops.unsorted_segment_join_op_test",257
"Module tensorflow.python.types.trace",256
"Module tensorflow.python.data.util.nest",256
"Module tests.segment_reduction_ops_test",256
"Module tensorflow.compiler.tests.segment_reduction_ops_test",256
"Script tensorflow.tools.ci_build.update_version",256
"Module tensorflow.tools.git.gen_git_source",256
"Module tensorflow.python.kernel_tests.array_ops.spacetodepth_op_test",256
"Module structured.structured_tensor_slice_test",255
"Module tests.xla_test",255
"Module tensorflow.python.data.experimental.kernel_tests.service.fault_tolerance_test",255
"Module tensorflow.compiler.tests.xla_test",255
"Module tensorflow.tools.docs.generate2",255
"Module tensorflow.python.ops.structured.structured_tensor_slice_test",255
"Module tensorflow.python.ops.sparse_grad",255
"Module tensorflow.python.ops.ragged.ragged_matmul_op_test",254
"Module ragged.ragged_matmul_op_test",254
"Module tensorflow.python.ops.ragged.ragged_concat_ops",253
"Module ragged.ragged_concat_ops",253
"Module tensorflow.python.checkpoint.checkpoint_with_v1_optimizers_test",253
"Module tensorflow.python.distribute.tpu_replicated_variable",253
"Module tensorflow.python.checkpoint.save_util",251
"Module tensorflow.python.util.protobuf.compare",251
"Module tensorflow.lite.python.authoring.authoring_test",251
"Module tensorflow.python.kernel_tests.linalg.linear_operator_kronecker_test",251
"Module tensorflow.python.tpu.feature_column_test",251
"Module tensorflow.python.data.experimental.kernel_tests.from_list_test",251
"Module tensorflow.python.platform.tf_logging",250
"Module tensorflow.python.ops.tensor_getitem_override",250
"Module tests.lstm_test",250
"Module tensorflow.compiler.tests.lstm_test",250
"Module Queue",249
"Module queue",249
"Module tensorflow.python.compiler.tensorrt.test.base_test",249
"Module tensorflow.python.training.experimental.loss_scale_test",248
"Module tensorflow.python.data.kernel_tests.list_files_test",248
"Module tensorflow.python.ops.weak_tensor_constant_op_test",247
"Module ragged.ragged_boolean_mask_op_test",247
"Module tensorflow.python.ops.ragged.ragged_boolean_mask_op_test",247
"Module tensorflow.python.tools.print_selective_registration_header_test",247
"Module tests.scan_ops_test",246
"Module tensorflow.python.distribute.input_ops_test",246
"Module tensorflow.compiler.tests.scan_ops_test",246
"Module tensorflow.python.autograph.pyct.transformer_test",246
"Module tensorflow.python.tpu.tpu_embedding_v3_utils_test",245
"Module tensorflow.python.util.tf_should_use",245
"Module tensorflow.python.data.kernel_tests.scan_test",245
"Module tensorflow.python.kernel_tests.distributions.dirichlet_test",245
"Module tensorflow.python.kernel_tests.array_ops.batchtospace_op_test",245
"Module tensorflow.python.data.experimental.ops.snapshot",244
"Module tensorflow.python.util.tf_decorator",244
"Module tensorflow.python.ops.boosted_trees_ops",244
"Module tensorflow.python.kernel_tests.nn_ops.bias_op_base",244
"Module tensorflow.python.ops.control_flow_util",244
"Module tensorflow.python.ops.structured.structured_tensor_spec_test",243
"Module tensorflow.python.autograph.tests.loop_scoping_test",243
"Module tensorflow.python.kernel_tests.array_ops.scatter_ops_test",243
"Module tensorflow.core.function.polymorphism.type_dispatch_test",243
"Module structured.structured_tensor_spec_test",243
"Module tensorflow.python.grappler.remapper_test",243
"Module unittest.suite",243
"Module tensorflow.python.keras.saving.saving_utils",243
"Module tensorflow.python.data.ops.structured_function",243
"Module tensorflow.python.summary.writer.event_file_writer",242
"Module tensorflow.python.feature_column.feature_column_v2_types",242
"Module tensorflow.python.data.kernel_tests.unbatch_test",242
"Module tensorflow.python.kernel_tests.variables.variable_ops_test",242
"Module tensorflow.python.ops.session_ops",242
"Module tensorflow.python.kernel_tests.array_ops.weights_broadcast_test",242
"Module tensorflow.python.ops.distributions.normal",241
"Module python.tests.save_restore_v2_test",241
"Module distributions.normal",241
"Module tensorflow.python.saved_model.load_v1_in_v2",241
"Module tensorflow.dtensor.python.tests.save_restore_v2_test",241
"Module tensorflow.python.kernel_tests.array_ops.where_op_test",240
"Module tensorflow.python.kernel_tests.array_ops.unique_op_test",240
"Module tensorflow.python.kernel_tests.strings_ops.unicode_encode_op_test",240
"Module tensorflow.examples.speech_commands.input_data_test",240
"Module distutils.filelist",240
"Module tensorflow.python.tpu.feature_column_v2_test",240
"Module tensorflow.python.ops.ragged.ragged_merge_dims_op_test",239
"Module tensorflow.python.debug.lib.debug_events_monitors",239
"Module tensorflow.tools.api.lib.python_object_to_proto_visitor",239
"Module ragged.ragged_merge_dims_op_test",239
"Module tests.nary_ops_test",238
"Module tensorflow.compiler.tests.nary_ops_test",238
"Module tensorflow.python.eager.execute",238
"Module tensorflow.examples.speech_commands.freeze",238
"Module tensorflow.python.kernel_tests.nn_ops.conv2d_transpose_test",238
"Module tensorflow.python.checkpoint.sharding.sharding_util",237
"Module tensorflow.python.kernel_tests.distributions.uniform_test",237
"Module tensorflow.python.tpu.tpu_embedding_v3_checkpoint_adapter",237
"Module tensorflow.python.debug.lib.debug_utils",236
"Module tensorflow.dtensor.python.mesh_util",236
"Module python.mesh_util",236
"Module python.accelerator_util",236
"Module tensorflow.python.kernel_tests.io_ops.decode_csv_op_test",236
"Module tensorflow.dtensor.python.accelerator_util",236
"Module tensorflow.python.ops.v1_compat_tests.gradient_checker_test",235
"Module tensorflow.python.ops.image_grad",235
"Module tests.slice_ops_test",235
"Module tensorflow.compiler.tests.slice_ops_test",235
"Module tensorflow.python.autograph.pyct.inspect_utils",234
"Module importlib.util",234
"Module python.tests.cache_test",234
"Module json.__init__",234
"Module tensorflow.python.data.experimental.kernel_tests.optimization.optimization_test",234
"Module tensorflow.dtensor.python.tests.cache_test",234
"Module tensorflow.core.function.capture.free_vars_detect",234
"Module tensorflow.python.distribute.test_util",233
"Module tensorflow.python.kernel_tests.sparse_ops.sparse_xent_op_test_base",233
"Module tensorflow.python.debug.lib.debug_data_test",233
"Module tensorflow.python.framework.function_def_to_graph_test",232
"Module tensorflow.python.compiler.xla.tests.jit_test",232
"Module tensorflow.python.ops.linalg.linear_operator_toeplitz",232
"Module tensorflow.python.kernel_tests.data_structures.stack_ops_test",232
"Module linalg.linear_operator_toeplitz",232
"Module tensorflow.python.eager.device_placement_test",232
"Module tensorflow.lite.testing.op_tests.reduce",232
"Module tensorflow.python.data.experimental.kernel_tests.index_flat_map_test",231
"Module tensorflow.python.kernel_tests.math_ops.batch_matmul_op_test",231
"Module tensorflow.python.keras.engine.input_spec",231
"Module python.tests.api_test",230
"Module tensorflow.python.trackable.resource",230
"Module tensorflow.dtensor.python.tests.api_test",230
"Module tensorflow.python.client.session_partial_run_test",230
"Module tensorflow.python.kernel_tests.collective_ops_multi_worker_test",230
"Module tensorflow.python.kernel_tests.nn_ops.atrous_convolution_test",229
"Module tensorflow.python.kernel_tests.linalg.qr_op_test",229
"Module tensorflow.python.tools.api.generator2.extractor.extractor_test",229
"Module tensorflow.python.ops.sparse_ops_test",229
"Module tensorflow.compiler.tests.spacetobatch_op_test",228
"Module tests.spacetobatch_op_test",228
"Module tensorflow.python.kernel_tests.array_ops.edit_distance_op_test",228
"Module tensorflow.tools.proto_splitter.split_graph_def",228
"Module tensorflow.python.ops.confusion_matrix",228
"Module tensorflow.python.kernel_tests.v1_compat_tests.session_ops_test",227
"Module tensorflow.python.kernel_tests.linalg.tridiagonal_matmul_op_test",227
"Module tensorflow.python.autograph.tests.loop_with_function_call_test",226
"Module tensorflow.core.function.runtime_client.runtime_client_test",226
"Module tensorflow.python.data.experimental.ops.shuffle_ops",226
"Module tensorflow.python.data.kernel_tests.filter_test",226
"Module tensorflow.python.checkpoint.save_util_v1",226
"Module tensorflow.python.ops.variable_spec_test",226
"Module tensorflow.python.ops.ragged.ragged_dynamic_partition_op_test",225
"Module tensorflow.tools.proto_splitter.split",225
"Script extract_resultstore_links.py",225
"Module ragged.ragged_dynamic_partition_op_test",225
"Module tensorflow.python.data.experimental.ops.prefetching_ops",225
"Module tensorflow.lite.python.optimize.calibrator_test",224
"Module tensorflow.python.ops.sort_ops",223
"Module tensorflow.examples.speech_commands.generate_streaming_test_wav",223
"Module tensorflow.python.training.experimental.loss_scale_optimizer_test",223
"Module six.moves.__init__",223
"Module types",223
"Module tensorflow.python.data.experimental.ops.interleave_ops",223
"Module tensorflow.python.data.kernel_tests.tf_record_dataset_test",223
"Module tensorflow.python.keras.optimizer_v2.ftrl",223
"Module tensorflow.python.kernel_tests.data_structures.stage_op_test",222
"Module third_party.xla.xla.tests.generate_complex_unary_op_samples",222
"Module tensorflow.lite.python.authoring.authoring",221
"Module _compat_pickle",221
"Module tensorflow.lite.tools.test_utils",221
"Module tensorflow.python.data.ops.optional_ops",220
"Module tensorflow.python.ops.control_flow_switch_case",220
"Module tensorflow.python.kernel_tests.distributions.bijector_test",220
"Module tensorflow.python.data.ops.load_op",220
"Module tensorflow.python.kernel_tests.random.random_grad_test",220
"Module tensorflow.python.kernel_tests.math_ops.approx_topk_test",219
"Module tensorflow.python.distribute.multi_worker_util",218
"Module tensorflow.python.data.kernel_tests.window_test",218
"Module tensorflow.python.keras.saving.saved_model.utils",218
"Module tensorflow.python.kernel_tests.nn_ops.softmax_op_test",218
"Module tensorflow.python.data.experimental.kernel_tests.optimization.filter_parallelization_test",218
"Module tensorflow.python.framework.tensor_conversion_registry",218
"Module tensorflow.lite.python.lite_v2_test_util",217
"Module tensorflow.python.training.optimizer_test",217
"Module tensorflow.python.ops.linalg.linear_operator_permutation",217
"Module linalg.linear_operator_permutation",217
"Module tensorflow.python.data.experimental.kernel_tests.service.distributed_save_load_ft_test",217
"Module tensorflow.python.kernel_tests.math_ops.topk_op_test",216
"Module tensorflow.python.ops.linalg.linear_operator_householder",216
"Module tensorflow.lite.python.optimize.calibrator",216
"Module linalg.linear_operator_householder",216
"Module tensorflow.python.checkpoint.restore_test",216
"Module tensorflow.tools.compatibility.tf_upgrade",215
"Module xml.etree.ElementPath",215
"Module tensorflow.python.framework.python_api_info_test",215
"Module tensorflow.python.kernel_tests.linalg.linear_operator_adjoint_test",214
"Module tensorflow.python.ops.ragged.ragged_gather_nd_op_test",214
"Module tensorflow.compiler.tests.cond_test",214
"Module tests.cond_test",214
"Module tensorflow.python.saved_model.loader_test",214
"Module ragged.ragged_gather_nd_op_test",214
"Module tensorflow.python.ops.nn_loss_scaling_utilities_test",214
"Module tensorflow.python.ops.inplace_ops",213
"Module tensorflow.python.distribute.moving_averages_test",213
"Module tensorflow.python.ops.ragged.ragged_where_op",212
"Module ragged.ragged_where_op",212
"Module tensorflow.tools.docs.fenced_doctest_test",212
"Module tensorflow.python.kernel_tests.nn_ops.xent_op_test_base",212
"Module tensorflow.python.data.experimental.kernel_tests.make_batched_features_dataset_test",212
"Module tensorflow.python.training.evaluation",212
"Module ctypes._aix",212
"Module tensorflow.python.training.experimental.mixed_precision",211
"Module tensorflow.python.eager.remote",211
"Module unittest.main",211
"Module tensorflow.python.kernel_tests.linalg.lu_op_test",211
"Module tensorflow.python.ops.batch_norm_benchmark",211
"Module tensorflow.python.compiler.tensorrt.model_tests.run_models",211
"Module tensorflow.python.autograph.pyct.templates",210
"Module tensorflow.python.training.experimental.loss_scale_optimizer",210
"Module tensorflow.compiler.tests.random_ops_test",210
"Module tests.random_ops_test",210
"Module tensorflow.python.ops.signal.window_ops",209
"Module tensorflow.python.data.experimental.ops.lookup_ops",209
"Module copy",209
"Module lib2to3.btm_utils",209
"Module signal.window_ops",209
"Module tensorflow.python.debug.cli.evaluator_test",209
"Module tensorflow.lite.toco.logging.gen_html",209
"Module tensorflow.python.kernel_tests.linalg.sparse.csr_sparse_matrix_test",209
"Module tensorflow.python.data.kernel_tests.shard_test",209
"Module tensorflow.python.checkpoint.functional_saver_test",209
"Module tensorflow.python.compiler.tensorrt.model_tests.result_analyzer",209
"Module tensorflow.compiler.tests.tensor_list_ops_test",208
"Module tests.tensor_list_ops_test",208
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_valid_input_test",208
"Module tensorflow.python.ops.nn_grad_test",208
"Module tensorflow.python.ops.nccl_ops",208
"Module tensorflow.python.autograph.pyct.origin_info",208
"Module tensorflow.python.kernel_tests.control_flow.map_fn_test",208
"Module tensorflow.python.kernel_tests.math_ops.matmul_op_test",208
"Module tensorflow.python.data.kernel_tests.text_line_dataset_test",208
"Module tensorflow.python.ops.random_grad",207
"Module tensorflow.compiler.tests.ternary_ops_test",207
"Module tests.ternary_ops_test",207
"Module signal.dct_ops",207
"Module tensorflow.python.ops.signal.dct_ops",207
"Module tensorflow.python.autograph.core.converter",206
"Module tensorflow.python.tpu.tpu_strategy_util",206
"Module tensorflow.python.kernel_tests.image_ops.attention_ops_test",206
"Module tensorflow.python.saved_model.save_options",206
"Module tensorflow.python.autograph.pyct.qual_names_test",205
"Module tensorflow.python.data.benchmarks.benchmark_base",205
"Module tensorflow.python.data.experimental.kernel_tests.optimization.map_fusion_test",205
"Module tensorflow.python.training.slot_creator_test",205
"Module tensorflow.python.ops.bincount_ops",205
"Module tensorflow.python.ops.ragged.ragged_util_test",205
"Module ragged.ragged_util_test",205
"Module sre_constants",204
"Module tensorflow.python.ops.linalg.linear_operator_lower_triangular",204
"Module tensorflow.python.keras.engine.node",204
"Module linalg.linear_operator_lower_triangular",204
"Module tensorflow.python.kernel_tests.linalg.linear_operator_composition_test",204
"Module tensorflow.tools.proto_splitter.split_graph_def_test",204
"Module tensorflow.python.kernel_tests.sparse_ops.sparse_add_op_test",203
"Module tensorflow.python.data.kernel_tests.placement_test",203
"Module tensorflow.python.data.ops.padded_batch_op",202
"Module tensorflow.python.kernel_tests.linalg.determinant_op_test",202
"Module tensorflow.python.data.kernel_tests.concatenate_test",202
"Module tensorflow.python.ops.while_v2_indexed_slices_rewriter",202
"Module tensorflow.python.ops.losses.util",201
"Module losses.util",201
"Module tensorflow.python.kernel_tests.linalg.eig_op_test",201
"Module tensorflow.python.ops.tensor_array_grad",201
"Module tensorflow.python.distribute.values_v2",200
"Module tensorflow.python.ops.init_ops_test",200
