"m","n"
"Module tensorflow.contrib.session_bundle.exporter",249
"Module tensorflow.tools.dist_test.python.census_widendeep",249
"Module tensorflow.contrib.distributions.python.ops.inverse_gamma",248
"Module tensorflow.python.ops.standard_ops",248
"Module tensorflow.contrib.distributions.python.kernel_tests.transformed_distribution_test",248
"Module tensorflow.compiler.tests.lstm_test",247
"Module tensorflow.contrib.distributions.python.ops.multinomial",247
"Module tensorflow.tensorboard.backend.event_processing.event_file_inspector",246
"Module tensorflow.contrib.factorization.examples.mnist",246
"Module tensorflow.contrib.slim.python.slim.nets.inception_v3_test",245
"Module tensorflow.contrib.slim.python.slim.data.parallel_reader",244
"Module unittest.suite",243
"Module tensorflow.python.ops.session_ops",243
"Module tensorflow.python.training.training_ops_test",243
"Module tensorflow.python.estimator.model_fn",243
"Module keras.utils.data_utils",243
"Module tensorflow.contrib.keras.python.keras.utils.data_utils",243
"Module tensorflow.python.training.queue_runner_test",243
"Module tensorflow.contrib.distributions.python.ops.operator_pd_diag",242
"Module tensorflow.python.framework.device",241
"Module tensorflow.python.training.ftrl_test",241
"Module distutils.filelist",240
"Module tensorflow.contrib.framework.python.framework.checkpoint_utils",240
"Module framework.checkpoint_utils",240
"Module framework.tensor_util",240
"Module tensorflow.contrib.framework.python.framework.tensor_util",240
"Module tensorflow.contrib.training.python.training.training",239
"Module tensorflow.python.ops.template",239
"Module tensorflow.contrib.keras.python.keras.applications.resnet50",239
"Module keras.applications.resnet50",239
"Module tensorflow.contrib.distributions.python.ops.binomial",239
"Module tensorflow.contrib.learn.python.learn.estimators.model_fn_test",238
"Module tensorflow.contrib.tensor_forest.client.random_forest",237
"Module tensorflow.python.ops.clip_ops",237
"Module tensorflow.python.ops.image_grad_test",236
"Module tensorflow.python.debug.wrappers.hooks",236
"Module tensorflow.python.framework.graph_util_impl",236
"Module tensorflow.python.debug.lib.source_utils_test",235
"Module tensorflow.contrib.keras.python.keras.preprocessing.text",235
"Module keras.preprocessing.text",235
"Module tensorflow.contrib.tensor_forest.python.kernel_tests.tree_predictions_op_test",235
"Module importlib.util",234
"Module tensorflow.python.kernel_tests.sparse_tensor_dense_matmul_op_test",234
"Module json.__init__",234
"Module tensorflow.tensorboard.plugins.text.text_plugin",234
"Module tensorflow.contrib.distributions.python.kernel_tests.deterministic_test",233
"Module tensorflow.contrib.labeled_tensor.python.ops._typecheck",233
"Module tensorflow.contrib.distributions.python.ops.mvn_diag_plus_low_rank",233
"Module tensorflow.python.estimator.inputs.queues.feeding_functions_test",231
"Module tensorflow.python.debug.cli.command_parser",230
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.feeding_functions_test",229
"Module tensorflow.contrib.keras.python.keras.applications.xception",229
"Module tensorflow.python.kernel_tests.sparse_concat_op_test",229
"Module keras.applications.xception",229
"Module tensorflow.contrib.bayesflow.python.kernel_tests.entropy_test",228
"Module layers.utils_test",227
"Module tensorflow.contrib.layers.python.layers.utils_test",227
"Module tensorflow.python.debug.cli.cli_shared_test",227
"Module tensorflow.contrib.distributions.python.kernel_tests.bernoulli_test",227
"Module tensorflow.python.ops.partitioned_variables",226
"Module tensorflow.contrib.distributions.python.kernel_tests.categorical_test",225
"Module tensorflow.contrib.framework.python.framework.checkpoint_utils_test",224
"Module tensorflow.python.framework.dtypes_test",224
"Module tensorflow.python.ops.gradient_checker_test",224
"Module framework.checkpoint_utils_test",224
"Module tensorflow.contrib.learn.python.learn.estimators.model_fn",224
"Module tensorflow.python.ops.ctc_ops",223
"Module tensorflow.contrib.training.python.training.feeder_test",223
"Module types",223
"Module six.moves.__init__",223
"Module tensorflow.python.framework.subscribe",223
"Module tensorflow.python.training.adagrad_test",221
"Module tensorflow.python.kernel_tests.clip_ops_test",221
"Module tensorflow.contrib.session_bundle.bundle_shim",221
"Module _compat_pickle",221
"Module tensorflow.contrib.distributions.python.ops.normal",221
"Module tensorflow.contrib.training.python.training.feeder",221
"Module tensorflow.contrib.distributions.python.kernel_tests.vector_student_t_test",220
"Module tensorflow.contrib.slim.python.slim.nets.inception_v2_test",218
"Module tensorflow.python.kernel_tests.batchtospace_op_test",218
"Module tensorflow.python.debug.cli.command_parser_test",218
"Module tensorflow.python.platform.googletest",217
"Module tensorflow.contrib.learn.python.learn.estimators.kmeans",217
"Module tensorflow.python.tools.optimize_for_inference_test",216
"Module tensorflow.python.debug.lib.debug_utils",215
"Module tensorflow.python.ops.batch_norm_benchmark",214
"Module tensorflow.python.kernel_tests.weights_broadcast_test",214
"Module tensorflow.python.estimator.inputs.numpy_io_test",213
"Module tensorflow.python.kernel_tests.session_ops_test",213
"Module tensorflow.contrib.cloud.python.ops.bigquery_reader_ops_test",213
"Module ctypes._aix",212
"Module tensorflow.contrib.crf.python.ops.crf",212
"Module tensorflow.tensorboard.backend.event_processing.reservoir",212
"Module tensorflow.python.training.adam_test",211
"Module tensorflow.python.debug.wrappers.framework_test",211
"Module unittest.main",211
"Module tensorflow.contrib.distributions.python.ops.onehot_categorical",211
"Module tensorflow.contrib.linalg.python.ops.linear_operator_composition",210
"Module tensorflow.python.framework.test_util_test",210
"Module tensorflow.python.kernel_tests.py_func_test",210
"Module tensorflow.python.kernel_tests.split_op_test",209
"Module copy",209
"Module tfprof.print_model_analysis_test",209
"Module lib2to3.btm_utils",209
"Module tensorflow.contrib.tfprof.python.tools.tfprof.print_model_analysis_test",209
"Module tensorflow.contrib.bayesflow.python.ops.monte_carlo_impl",209
"Module tensorflow.contrib.learn.python.learn.estimators.dnn_benchmark_test",209
"Module tensorflow.python.kernel_tests.sparse_split_op_test",208
"Module tensorflow.python.kernel_tests.random_ops_test",208
"Module tensorflow.contrib.distributions.python.ops.mvn_diag",207
"Module tensorflow.contrib.distributions.python.kernel_tests.special_math_test",207
"Module tensorflow.python.framework.sparse_tensor",207
"Module tensorflow.contrib.learn.python.learn.learn_io.numpy_io_test",206
"Module tensorflow.contrib.distributions.python.kernel_tests.onehot_categorical_test",206
"Module tensorflow.contrib.linalg.python.kernel_tests.linear_operator_udvh_update_test",204
"Module sre_constants",204
"Module tensorflow.contrib.slim.python.slim.nets.vgg",204
"Module tensorflow.python.kernel_tests.slice_op_test",204
"Module tensorflow.python.kernel_tests.conv2d_transpose_test",204
"Module tensorflow.contrib.distributions.python.kernel_tests.operator_pd_cholesky_test",204
"Module tensorflow.contrib.slim.python.slim.nets.resnet_utils",202
"Module tensorflow.contrib.learn.python.learn.utils.export_test",202
"Module tensorflow.contrib.learn.python.learn.datasets.mnist",202
"Module tensorflow.python.debug.cli.curses_widgets_test",202
"Module tensorflow.python.kernel_tests.scan_ops_test",201
"Module tensorflow.tensorboard.backend.event_processing.reservoir_test",200
"Module tensorflow.contrib.distributions.python.kernel_tests.dirichlet_test",199
"Module multiprocessing.reduction",199
"Module tensorflow.contrib.distributions.python.kernel_tests.uniform_test",199
"Module tensorflow.contrib.distributions.python.ops.categorical",199
"Module tensorflow.contrib.rnn.python.ops.rnn",199
"Module distutils.text_file",198
"Module ops.decoder",198
"Module tensorflow.contrib.seq2seq.python.ops.decoder",198
"Module urllib.robotparser",197
"Module tensorflow.contrib.learn.python.learn.estimators.run_config_test",196
"Module tensorflow.contrib.linalg.python.ops.linear_operator_diag",196
"Module tensorflow.contrib.distributions.python.kernel_tests.negative_binomial_test",196
"Module tensorflow.python.kernel_tests.stack_op_test",195
"Module tensorflow.python.training.sync_replicas_optimizer_test",195
"Module tensorflow.contrib.compiler.jit_test",194
"Module tensorflow.contrib.keras.python.keras.layers.normalization",194
"Module tensorflow.python.kernel_tests.random_gamma_test",194
"Module keras.layers.normalization",194
"Module tensorflow.python.kernel_tests.sparse_reshape_op_test",193
"Module bijectors.affine_linear_operator_impl",193
"Module hashlib",193
"Module tensorflow.python.ops.sparse_grad",193
"Module tensorflow.contrib.distributions.python.ops.bijectors.affine_linear_operator_impl",193
"Module tensorflow.tools.compatibility.testdata.test_file_v0_11",192
"Module tensorflow.contrib.distributions.python.kernel_tests.geometric_test",191
"Script tensorflow.tools.git.gen_git_source",191
"Module keras.utils.layer_utils",191
"Module tensorflow.contrib.keras.python.keras.utils.layer_utils",191
"Module tensorflow.contrib.learn.python.learn.estimators.svm_test",191
"Module tensorflow.contrib.linalg.python.kernel_tests.linear_operator_util_test",191
"Module tensorflow.compiler.tests.spacetobatch_op_test",191
"Module string",190
"Module re",190
"Module tensorflow.python.kernel_tests.linalg_ops_test",190
"Module tensorflow.contrib.distributions.python.ops.mvn_tril",190
"Module tensorflow.contrib.distributions.python.ops.special_math",190
"Module tensorflow.contrib.bayesflow.python.kernel_tests.stochastic_graph_test",190
"Module tensorflow.contrib.kernel_methods.python.kernel_estimators_test",189
"Module email.contentmanager",189
"Module tensorflow.python.ops.tensor_array_grad",189
"Module layers.initializers_test",188
"Module tensorflow.examples.tutorials.mnist.fully_connected_feed",188
"Module tensorflow.contrib.layers.python.layers.initializers_test",188
"Module tensorflow.contrib.specs.python.specs_test",188
"Module email.policy",188
"Module tensorflow.python.kernel_tests.variable_ops_test",188
"Module tensorflow.compiler.tests.nary_ops_test",187
"Module tensorflow.contrib.learn.python.learn.estimators.svm",187
"Script quopri",186
"Module tensorflow.contrib.bayesflow.python.ops.stochastic_gradient_estimators",186
"Module tensorflow.python.kernel_tests.resource_variable_ops_test",186
"Module tensorflow.python.kernel_tests.matmul_op_test",185
"Module tensorflow.python.saved_model.loader_impl",185
"Module tensorflow.contrib.session_bundle.exporter_test",184
"Module tensorflow.python.estimator.inputs.pandas_io_test",184
"Module tensorflow.contrib.metrics.python.kernel_tests.histogram_ops_test",183
"Module tensorflow.python.kernel_tests.multinomial_op_test",183
"Module email.quoprimime",183
"Module tensorflow.contrib.graph_editor.edit",182
"Module tensorflow.tensorboard.backend.event_processing.directory_watcher",182
"Module unittest.runner",182
"Module tensorflow.contrib.distributions.python.kernel_tests.sample_stats_test",181
"Module tensorflow.contrib.specs.python.specs_lib",180
"Module py_compile",180
"Module tensorflow.contrib.keras.python.keras.layers.advanced_activations",180
"Module keras.layers.advanced_activations",180
"Module tensorflow.contrib.keras.python.keras.preprocessing.sequence",180
"Module keras.preprocessing.sequence",180
"Module tensorflow.tensorboard.scripts.generate_testdata",180
"Module tensorflow.python.client.session_benchmark",179
"Module tensorflow.python.kernel_tests.parameterized_truncated_normal_op_test",179
"Module tensorflow.contrib.distributions.python.kernel_tests.operator_pd_vdvt_update_test",179
"Module curses.textpad",179
"Module tensorflow.contrib.learn.python.learn.preprocessing.text",179
"Module lib2to3.pgen2.grammar",179
"Module tensorflow.python.training.proximal_adagrad_test",179
"Module tensorflow.contrib.distributions.python.ops.logistic",178
"Module tensorflow.contrib.distributions.python.ops.relaxed_bernoulli",178
"Module tensorflow.python.framework.subscribe_test",178
"Module tensorflow.tools.dist_test.python.mnist_replica",178
"Module tensorflow.contrib.integrate.python.ops.odes_test",177
"Module distutils.file_util",177
"Module tensorflow.contrib.distributions.python.ops.gumbel",177
"Module tensorflow.contrib.distributions.python.ops.operator_pd_identity",176
"Module tensorflow.contrib.slim.python.slim.nets.inception_v1_test",176
"Module tensorflow.python.training.device_setter",176
"Module tensorflow.python.debug.lib.source_utils",175
"Module tensorflow.python.kernel_tests.sparse_tensors_map_ops_test",175
"Module tensorflow.contrib.seq2seq.python.ops.beam_search_decoder",175
"Module ops.beam_search_decoder",175
"Module tensorflow.contrib.distributions.python.kernel_tests.mvn_diag_test",175
"Module tensorflow.python.kernel_tests.cast_op_test",175
"Module tensorflow.contrib.factorization.python.ops.gmm_test",175
"Module tensorflow.python.__init__",175
"Module tensorflow.contrib.bayesflow.python.kernel_tests.stochastic_tensor_test",175
"Module unittest.result",175
"Module tensorflow.examples.learn.wide_n_deep_tutorial",175
"Module tensorflow.python.training.rmsprop",174
"Module tensorflow.python.kernel_tests.ctc_decoder_ops_test",174
"Module tensorflow.contrib.metrics.python.ops.histogram_ops",174
"Module tensorflow.python.kernel_tests.pad_op_test",174
"Module tensorflow.contrib.learn.python.learn.learn_io.pandas_io_test",174
"Module tensorflow.python.training.session_run_hook",174
"Module keras.applications.vgg19",173
"Module tensorflow.contrib.keras.python.keras.applications.vgg19",173
"Module tensorflow.contrib.slim.python.slim.evaluation_test",173
"Module curses.has_key",173
"Module tensorflow.contrib.solvers.python.ops.lanczos",172
"Module tensorflow.examples.tutorials.word2vec.word2vec_basic",172
"Module tensorflow.python.ops.nn_fused_batchnorm_test",172
"Module tensorflow.contrib.distributions.python.ops.laplace",171
"Module tensorflow.python.ops.state_ops",171
"Module tkinter.dnd",171
"Module tensorflow.contrib.image.python.ops.image_ops",170
"Module tensorflow.tools.docs.doc_generator_visitor",170
"Module tensorflow.contrib.tensor_forest.hybrid.python.layers.decisions_to_data",170
"Module keras.preprocessing.image_test",170
"Module tensorflow.tools.docs.pretty_docs",170
"Module tensorflow.contrib.keras.python.keras.preprocessing.image_test",170
"Module tkinter.font",169
"Module tensorflow.python.platform.tf_logging",169
"Module tensorflow.python.kernel_tests.basic_gpu_test",169
"Module tensorflow.python.tools.print_selective_registration_header_test",169
"Module tensorflow.python.training.adam",169
"Module ops.arg_scope_test",168
"Module six.__init__",168
"Module tensorflow.contrib.framework.python.ops.arg_scope_test",168
"Module tensorflow.contrib.distributions.python.kernel_tests.poisson_test",168
"Module tensorflow.examples.saved_model.saved_model_half_plus_two",168
"Module tensorflow.python.estimator.export.export_test",167
"Module keras.applications.vgg16",167
"Module tensorflow.contrib.keras.python.keras.applications.vgg16",167
"Module tensorflow.contrib.learn.python.learn.estimators.dnn_linear_combined_benchmark_test",166
"Module tensorflow.contrib.learn.python.learn.learn_runner_test",166
"Module tensorflow.contrib.linear_optimizer.python.sdca_optimizer",166
"Module tensorflow.python.kernel_tests.bias_op_test",165
"Module tensorflow.python.kernel_tests.atrous_convolution_test",165
"Module tensorflow.python.layers.base_test",164
"Module tensorflow.contrib.distributions.python.ops.uniform",164
"Module opcode",164
"Module tensorflow.contrib.learn.python.learn.datasets.base",163
"Module tensorflow.contrib.distributions.python.kernel_tests.binomial_test",163
"Module tensorflow.contrib.linalg.python.ops.linear_operator_full_matrix",163
"Module tensorflow.python.kernel_tests.atrous_conv2d_test",163
"Module ctypes.wintypes",163
"Module tensorflow.python.kernel_tests.depthtospace_op_test",162
"Module tensorflow.python.debug.cli.curses_widgets",162
"Module tensorflow.python.kernel_tests.edit_distance_op_test",162
"Module tensorflow.contrib.learn.python.learn.dataframe.transforms.reader_source",161
"Module tensorflow.contrib.crf.python.kernel_tests.crf_test",161
"Module tensorflow.python.kernel_tests.tensordot_op_test",161
"Module tensorflow.contrib.layers.python.layers.regularizers",160
"Module tensorflow.python.kernel_tests.substr_op_test",160
"Module tensorflow.contrib.distributions.python.ops.bijectors.softmax_centered_impl",160
"Module tensorflow.python.estimator.export.export_output_test",160
"Module layers.regularizers",160
"Module tensorflow.python.util.protobuf.compare",160
"Module bijectors.softmax_centered_impl",160
"Module tensorflow.python.client.timeline_test",160
"Module tensorflow.contrib.linalg.python.ops.linear_operator_tril",160
"Module tensorflow.contrib.factorization.python.ops.gmm_ops_test",159
"Module tensorflow.python.training.gradient_descent_test",159
"Module tensorflow.contrib.specs.python.specs_ops",159
"Module tensorflow.contrib.slim.python.slim.evaluation",158
"Module lib2to3.pgen2.parse",157
"Module tensorflow.compiler.tests.conv3d_test",157
"Module distutils.dir_util",157
"Module tensorflow.contrib.ndlstm.python.lstm1d",156
"Module bijectors.bijector_test_util",156
"Module tensorflow.contrib.imperative.imperative_test",156
"Module tensorflow.contrib.distributions.python.ops.negative_binomial",156
"Module tensorflow.contrib.copy_graph.python.util.copy_elements",156
"Module tensorflow.contrib.distributions.python.ops.bijectors.bijector_test_util",156
"Module tensorflow.contrib.learn.python.learn.estimators.tensor_signature",155
"Module tensorflow.contrib.learn.python.learn.dataframe.series",155
"Module tensorflow.contrib.learn.python.learn.datasets.synthetic",155
"Module tensorflow.contrib.linalg.python.kernel_tests.linear_operator_composition_test",155
"Module tensorflow.python.tools.freeze_graph",155
"Module tensorflow.python.kernel_tests.xent_op_test",155
"Module tensorflow.contrib.sparsemax.python.kernel_tests.sparsemax_test",155
"Module tensorflow.contrib.distributions.python.ops.bernoulli",155
"Module tensorflow.python.kernel_tests.batch_matmul_op_test",154
"Module tensorflow.python.debug.lib.debug_data_test",154
"Module tensorflow.tools.api.tests.api_compatibility_test",154
"Module tensorflow.tools.pip_package.setup",154
"Module tensorflow.contrib.tensor_forest.python.ops.data_ops",153
"Module tensorflow.contrib.learn.python.learn.estimators._sklearn",153
"Module tensorflow.python.kernel_tests.sparse_add_op_test",153
"Module tensorflow.python.kernel_tests.spacetodepth_op_test",152
"Module tensorflow.python.kernel_tests.sparse_to_dense_op_py_test",152
"Module tensorflow.contrib.training.python.training.hparam_test",151
"Module distutils.spawn",150
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.estimator_utils_test",150
"Module tensorflow.python.training.optimizer_test",149
"Module tensorflow.contrib.bayesflow.python.kernel_tests.stochastic_gradient_estimators_test",149
"Module tensorflow.contrib.graph_editor.tests.transform_test",149
"Module tensorflow.python.training.proximal_gradient_descent_test",149
"Module tensorflow.python.training.ftrl",148
"Module wsgiref.headers",148
"Module tensorflow.contrib.tensor_forest.python.kernel_tests.finished_nodes_op_test",148
"Module tensorflow.tensorboard.tensorboard",148
"Module tensorflow.contrib.training.python.training.resample_test",148
"Module tensorflow.python.estimator.export.export_output",148
"Module tensorflow.tensorboard.backend.event_processing.directory_watcher_test",148
"Module lib2to3.patcomp",148
"Module _weakrefset",147
"Module tensorflow.python.ops.linalg_grad",147
"Module pipes",147
"Module tensorflow.python.kernel_tests.as_string_op_test",146
"Module tensorflow.contrib.keras.python.keras.layers.simplernn_test",146
"Module keras.layers.simplernn_test",146
"Module tensorflow.contrib.tfprof.python.tools.tfprof.model_analyzer",146
"Module tensorflow.contrib.keras.python.keras.layers.gru_test",146
"Module tfprof.model_analyzer",146
"Module keras.layers.gru_test",146
"Module tensorflow.contrib.rnn.python.ops.fused_rnn_cell",146
"Module keras.layers.lstm_test",146
"Module getopt",146
"Module tensorflow.contrib.keras.python.keras.layers.lstm_test",146
"Module keras.constraints",145
"Module keras.layers.wrappers_test",145
"Module tensorflow.python.debug.examples.debug_tflearn_iris",145
"Module tensorflow.contrib.keras.python.keras.layers.wrappers_test",145
"Module unittest.util",145
"Module tensorflow.contrib.keras.python.keras.constraints",145
"Module tensorflow.python.kernel_tests.sparse_serialization_ops_test",144
"Module tensorflow.contrib.distributions.python.ops.geometric",144
"Module tensorflow.contrib.keras.api.keras.backend.__init__",144
"Module tensorflow.python.training.evaluation",144
"Module keras.layers.pooling_test",143
"Module tensorflow.contrib.keras.python.keras.layers.pooling_test",143
"Module tensorflow.contrib.nn.python.ops.cross_entropy",142
"Module tensorflow.contrib.cudnn_rnn.python.kernel_tests.cudnn_rnn_ops_benchmark",142
"Module tensorflow.tools.test.gpu_info_lib",142
"Module tensorflow.python.training.adagrad_da_test",142
"Module tensorflow.python.estimator.inputs.queues.feeding_queue_runner",142
"Module tensorflow.contrib.rnn.python.ops.gru_ops",142
"Module abc",142
"Module tensorflow.python.ops.confusion_matrix",141
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.mocks",141
"Module tensorflow.python.kernel_tests.linalg_grad_test",140
"Module tensorflow.contrib.training.python.training.python_input",140
"Module tensorflow.contrib.learn.python.learn.estimators.tensor_signature_test",140
"Module tensorflow.python.kernel_tests.ctc_loss_op_test",140
"Module tensorflow.python.kernel_tests.reverse_sequence_op_test",139
"Module tensorflow.python.kernel_tests.softmax_op_test",139
"Module tensorflow.python.kernel_tests.betainc_op_test",139
"Module tensorflow.python.training.adagrad_da",139
"Module tensorflow.python.ops.script_ops",139
"Module tensorflow.contrib.keras.python.keras.layers.embeddings",138
"Module tensorflow.contrib.distributions.python.kernel_tests.distribution_test",138
"Module tensorflow.contrib.training.python.training.python_input_test",138
"Module tensorflow.python.kernel_tests.attention_ops_test",138
"Module tensorflow.contrib.session_bundle.session_bundle_test",138
"Module tensorflow.contrib.labeled_tensor.python.ops.io_ops",138
"Module keras.layers.embeddings",138
"Module lib2to3.pgen2.driver",137
"Module bijectors.cholesky_outer_product_impl",137
"Module tensorflow.contrib.distributions.python.ops.bijectors.cholesky_outer_product_impl",137
"Module keras.models_test",137
"Module tensorflow.contrib.keras.python.keras.models_test",137
"Module tensorflow.contrib.learn.python.learn.learn_runner",137
"Module tensorflow.python.kernel_tests.benchmark_test",136
"Module stat",136
"Module tensorflow.contrib.sparsemax.python.kernel_tests.sparsemax_loss_test",136
"Module tensorflow.python.ops.control_flow_grad",136
"Module tensorflow.python.ops.nn_xent_test",136
"Module keras.layers.core_test",136
"Module tensorflow.contrib.keras.python.keras.layers.core_test",136
"Module tensorflow.python.kernel_tests.matrix_solve_ls_op_test",136
"Module tensorflow.contrib.keras.python.keras.utils.conv_utils",135
"Module tensorflow.python.estimator.export.export",135
"Module keras.utils.conv_utils",135
"Module tensorflow.python.kernel_tests.sparse_matmul_op_test",135
"Module tensorflow.contrib.linalg.python.kernel_tests.linear_operator_test",135
"Module tensorflow.contrib.rnn.python.kernel_tests.fused_rnn_cell_test",134
"Module tensorflow.tensorboard.backend.event_processing.event_file_inspector_test",134
"Module tensorflow.contrib.keras.python.keras.layers.merge_test",134
"Module tensorflow.python.kernel_tests.dense_update_ops_test",134
"Module tensorflow.contrib.distributions.python.ops.operator_pd_cholesky",134
"Module tensorflow.contrib.learn.python.learn.estimators.composable_model_test",134
"Module keras.layers.merge_test",134
"Module token",134
"Module email._encoded_words",134
"Module tensorflow.python.framework.random_seed",133
"Module tensorflow.contrib.tensor_forest.hybrid.python.ops.training_ops",133
"Module tensorflow.compiler.tests.momentum_test",133
"Module tensorflow.python.debug.cli.base_ui",133
"Module ops.prettyprint_ops",132
"Module tensorflow.contrib.keras.python.keras.integration_test",132
"Module keras.integration_test",132
"Module tensorflow.contrib.framework.python.ops.prettyprint_ops",132
"Module tensorflow.contrib.graph_editor.tests.select_test",132
"Module tensorflow.contrib.opt.python.training.variable_clipping_optimizer_test",131
"Module tensorflow.examples.tutorials.mnist.mnist_with_summaries",131
"Module tensorflow.examples.how_tos.reading_data.fully_connected_reader",131
"Module tensorflow.python.kernel_tests.random_poisson_test",131
"Module tensorflow.python.tools.selective_registration_header_lib",131
"Module tensorflow.python.kernel_tests.scatter_ops_test",131
"Module tensorflow.contrib.keras.python.keras.layers.local_test",130
"Module tensorflow.contrib.nccl.python.ops.nccl_ops",130
"Module tensorflow.tools.test.upload_test_benchmarks",130
"Module tensorflow.contrib.tensor_forest.python.kernel_tests.sample_inputs_op_test",130
"Module keras.layers.local_test",130
"Module tensorflow.contrib.learn.python.learn.dataframe.transforms.in_memory_source",130
"Module tensorflow.contrib.distributions.python.ops.operator_test_util",129
"Module tensorflow.contrib.learn.python.learn.estimators.logistic_regressor",129
"Module tensorflow.contrib.keras.python.keras.wrappers.scikit_learn_test",128
"Module tensorflow.compiler.tests.xla_test",128
"Module tensorflow.python.kernel_tests.conv3d_transpose_test",128
"Module importlib.__init__",128
"Module tensorflow.contrib.session_bundle.gc",128
"Module copyreg",128
"Module keras.wrappers.scikit_learn_test",128
"Module tensorflow.python.ops.weights_broadcast_ops",127
"Module tensorflow.contrib.ndlstm.python.lstm2d",127
"Module bijectors.chain_impl",126
"Module tensorflow.python.layers.utils",126
"Module linecache",126
"Module tensorflow.contrib.learn.python.learn.estimators.stability_test",126
"Module reprlib",126
"Module tensorflow.contrib.distributions.python.kernel_tests.relaxed_onehot_categorical_test",126
"Module tensorflow.contrib.distributions.python.ops.bijectors.chain_impl",126
"Script uu",125
"Module multiprocessing.resource_sharer",125
"Module tensorflow.contrib.linear_optimizer.python.ops.sharded_mutable_dense_hashtable",125
"Module wsgiref.util",125
"Module tensorflow.contrib.graph_editor.tests.match",125
"Module tensorflow.contrib.bayesflow.python.kernel_tests.stochastic_variables_test",124
"Module tensorflow.python.kernel_tests.cholesky_op_test",124
"Module tensorflow.contrib.cloud.python.ops.bigquery_reader_ops",124
"Module tensorflow.examples.learn.resnet",124
"Module http.__init__",124
"Module tensorflow.contrib.opt.python.training.external_optimizer_test",124
"Module tensorflow.contrib.specs.python.specs",123
"Module kernel_tests.decoder_test",123
"Module tensorflow.python.training.training_util",123
"Module tensorflow.contrib.saved_model.python.saved_model.signature_def_utils_test",123
"Module tensorflow.contrib.seq2seq.python.kernel_tests.decoder_test",123
"Module tensorflow.contrib.bayesflow.python.ops.stochastic_graph_impl",122
"Module glob",122
"Module tensorflow.contrib.distributions.python.ops.normal_conjugate_posteriors",122
"Module tensorflow.contrib.learn.python.learn.dataframe.estimator_utils",122
"Module tensorflow.contrib.tfprof.python.tools.tfprof.tfprof_logger",122
"Module tfprof.tfprof_logger",122
"Module tensorflow.python.framework.device_test",122
"Module tensorflow.contrib.distributions.python.kernel_tests.relaxed_bernoulli_test",121
"Module tensorflow.contrib.learn.python.learn.utils.gc",121
"Module tensorflow.contrib.slim.python.slim.data.prefetch_queue_test",121
"Module tensorflow.contrib.imperative.imperative_mode",121
"Module tensorflow.python.kernel_tests.svd_op_test",121
"Module tensorflow.contrib.factorization.python.ops.gmm",120
"Module tensorflow.contrib.keras.python.keras.testing_utils",120
"Module tensorflow.python.ops.quantized_conv_ops_test",120
"Module tensorflow.python.kernel_tests.dynamic_stitch_op_test",120
"Module keras.testing_utils",120
"Module tensorflow.contrib.learn.python.learn.ops.seq2seq_ops",120
"Module tensorflow.contrib.framework.python.ops.arg_scope",120
"Module ops.arg_scope",120
"Module tensorflow.tools.test.run_and_gather_logs_lib",119
"Module tensorflow.python.saved_model.signature_def_utils_impl",119
"Module tensorflow.contrib.tensor_forest.python.tensor_forest_test",119
"Module netrc",118
"Module ctypes.macholib.dyld",118
"Module keras.applications.imagenet_utils",118
"Module tensorflow.contrib.keras.python.keras.layers.convolutional_recurrent_test",118
"Module keras.layers.convolutional_recurrent_test",118
"Module tensorflow.contrib.keras.python.keras.applications.imagenet_utils",118
"Module tensorflow.contrib.layers.python.layers.encoders",118
"Module tensorflow.contrib.session_bundle.session_bundle",118
"Module tensorflow.python.summary.writer.event_file_writer",118
"Module layers.encoders",118
"Module tensorflow.contrib.opt.python.training.moving_average_optimizer",118
"Module keras.activations_test",117
"Module tensorflow.python.kernel_tests.decode_csv_op_test",117
"Module tensorflow.python.training.evaluation_test",117
"Module tensorflow.examples.how_tos.reading_data.fully_connected_preloaded_var",117
"Module tensorflow.tools.gcs_test.python.gcs_smoke",117
"Module tensorflow.contrib.layers.python.layers.target_column_test",117
"Module layers.target_column_test",117
"Module layers.summaries",117
"Module tensorflow.contrib.layers.python.layers.summaries",117
"Module lib2to3.btm_matcher",117
"Module _dummy_thread",117
"Module tensorflow.contrib.distributions.python.ops.poisson",117
"Module tensorflow.contrib.keras.python.keras.activations_test",117
"Module tensorflow.tensorboard.backend.http_util",116
"Module tensorflow.contrib.bayesflow.python.kernel_tests.monte_carlo_test",116
"Module tensorflow.contrib.slim.python.slim.nets.overfeat_test",116
"Module imghdr",116
"Module tensorflow.contrib.slim.python.slim.nets.alexnet_test",116
"Module layers.initializers",115
"Module tensorflow.contrib.layers.python.layers.initializers",115
"Module tensorflow.python.ops.concat_benchmark",114
"Module tensorflow.contrib.kernel_methods.python.mappers.random_fourier_features_test",114
"Module tensorflow.contrib.keras.python.keras.datasets.imdb",114
"Module tensorflow.contrib.tensorboard.plugins.trace.trace",114
"Module keras.datasets.imdb",114
"Module _py_abc",114
"Module tensorflow.contrib.slim.python.slim.data.parallel_reader_test",114
"Module tensorflow.contrib.factorization.python.kernel_tests.masked_matmul_benchmark",113
"Module tensorflow.python.ops.accumulate_n_benchmark",113
